Number,English sentence,Polish sentence,Number of words,Number of letters,Valence all,Arousal all,Dominance all,Origin all,Significance all,Source all,Valence Main Sample,Valence Main Sample,Valence Main Sample,Valence Main Sample Female,Valence Main Sample Female,Valence Main Sample Female,Valence Main Sample Male,Valence Main Sample Male,Valence Main Sample Male,Valence psych,Valence psych,Valence psych,Arousal Main Sample,Arousal Main Sample,Arousal Main Sample,Arousal Main Sample Female,Arousal Main Sample Female,Arousal Main Sample Female,Arousal Main Sample  Male,Arousal Main Sample  Male,Arousal Main Sample  Male,Arousal psych,Arousal psych,Arousal psych,Dominance Main Sample,Dominance Main Sample,Dominance Main Sample,Dominance Main Sample Female,Dominance Main Sample Female,Dominance Main Sample Female,Dominance Main Sample Male,Dominance Main Sample Male,Dominance Main Sample Male,Dominance psych,Dominance psych,Dominance psych,Origin Main Sample,Origin Main Sample,Origin Main Sample,Origin Main Sample Female,Origin Main Sample Female,Origin Main Sample Female,Origin Main Sample Male,Origin Main Sample Male,Origin Main Sample Male,Origin psych,Origin psych,Origin psych,Significance Main Sample,Significance Main Sample,Significance Main Sample,Significance Main Sample Female,Significance Main Sample Female,Significance Main Sample Female,Significance Main Sample Male,Significance Main Sample Male,Significance Main Sample Male,Significance psych,Significance psych,Significance psych,Source Main Sample,Source Main Sample,Source Main Sample,Source Main Sample Female,Source Main Sample Female,Source Main Sample Female,Source Main Sample Male,Source Main Sample Male,Source Main Sample Male,Source psych,Source psych,Source psych,,,,,,,,,,
33,"The smell, color, and texture of vomit lying on the floor is disgusting.","Leżące na podłodze wymiociny budzą wstręt swoim zapachem, kolorem i konsystencją.",11,81,1.72,6.24,3.16,5.16,2.84,5.71,53,1.89,1.53,31,1.71,1.04,22,2.14,2.03,26,1.38,0.75,54,5.87,2.68,35,5.66,2.67,19,6.26,2.73,26,7,2.15,56,3.16,2.1,29,2.9,2.09,27,3.44,2.1,23,3.17,2.1,53,5.06,2.89,30,5.83,2.87,23,4.04,2.65,23,5.39,2.74,53,3,1.87,26,3.19,2.06,27,2.81,1.69,26,2.5,1.92,52,5.69,2.88,28,6.43,2.85,24,4.83,2.73,24,5.75,2.83,272517,259,7.22,0.55,0.09,0.18,0.00,0.09,0.09,0.00
34,Few people can demonstrate lack of egoism and group-based bias.,Mało ludzi potrafi wykazać się brakiem egoizmu i grupowej stronniczości.,10,72,3.59,4.55,4.25,5.28,5.23,4.03,53,3.85,1.84,31,3.81,1.47,22,3.91,2.31,26,3.08,1.6,54,4.26,2.41,35,4.31,2.14,19,4.16,2.91,26,5.15,1.64,56,4.07,2.13,29,4.34,2.22,27,3.78,2.03,23,4.7,2.6,53,5.13,1.9,30,4.97,1.61,23,5.35,2.25,23,5.61,2.17,53,5.45,2.22,26,5.54,2.47,27,5.37,1.98,26,4.77,2.57,52,4.08,2.21,28,4.36,2.21,24,3.75,2.21,24,3.92,2.32,381948,4611.5,8.15,0.44,0.11,0.22,0.00,0.11,0.00,0.11
35,A sense of nobleness—maybe even more so one’s own than someone else’s—is heartwarming. ,Miłe jest sercu poczucie szlachetności – może nawet bardziej własnej niż cudzej.,11,80,6.53,4.3,5.96,2.95,6.51,3.04,53,6.6,1.68,31,6.58,1.67,22,6.64,1.73,26,6.38,1.55,54,4.44,2.45,35,4.86,2.37,19,3.68,2.5,26,4,2.26,56,5.89,2.39,29,5.86,2.66,27,5.93,2.13,23,6.13,2.26,53,3.06,1.74,30,2.77,1.77,23,3.43,1.65,23,2.7,1.64,53,6.6,2.1,26,7.04,1.99,27,6.19,2.15,26,6.31,2.05,52,2.9,2.21,28,2.71,2.39,24,3.13,2.01,24,3.33,2.22,169458.2727,7140,9.36,0.18,0.27,0.18,0.09,0.09,0.00,0.18
36,"It is nice when, against the backdrop of daily life, something suddenly elicits our excitement.",Miło jest gdy na tle zwykłych dni niespodziewanie coś wywoła w nas ekscytację.,13,78,7.51,6.16,6.09,2.45,5.8,4.82,53,7.36,1.64,31,7.39,1.58,22,7.32,1.76,26,7.81,1.39,54,6.02,2.11,35,6.06,2.04,19,5.95,2.27,26,6.46,2.32,56,5.95,2.21,29,5.97,2.5,27,5.93,1.9,23,6.43,2.02,53,2.64,1.95,30,2.43,1.85,23,2.91,2.09,23,2,1.21,53,5.58,2.01,26,5.88,2.25,27,5.3,1.75,26,6.23,2.18,52,5.42,2.7,28,5.25,2.96,24,5.63,2.39,24,3.5,2.15,398729.8462,36945,9.84,0.33,0.08,0.17,0.17,0.08,0.17,0.00
37,Seeing people tormenting others can give a person a sense of the evil of mankind’s nature.,Można mieć poczucie zła natury ludzkiej gdy widzi się ludzi katujących innych. ,12,78,2.01,7.2,3.81,3.79,7.36,6,52,2.06,1.49,30,2.07,1.31,22,2.05,1.73,25,1.92,1.29,54,7.02,2.48,32,7.03,2.65,22,7,2.27,25,7.6,2.29,54,3.96,2.99,32,3.91,3.24,22,4.05,2.66,27,3.52,2.41,55,3.8,2.68,27,2.93,2.4,28,4.64,2.7,23,3.78,3.19,53,7.09,1.93,31,7.61,1.58,22,6.36,2.17,23,7.96,1.07,52,6.38,2.4,27,6.89,2.55,25,5.84,2.15,26,5.23,3.15,235376.2727,20354,10.07,0.20,0.30,0.30,0.00,0.10,0.00,0.10
38,"You can love different seasons of the year, but, honestly, everyone loves vacations!","Można uwielbiać różne pory roku, ale aż chce się krzyczeć „Niech żyją wakacje”.",13,79,7.88,6.58,5.94,2.99,4.36,5.78,52,7.73,1.76,30,8,1.23,22,7.36,2.28,25,8.2,1.22,54,6.39,2.58,32,6.81,2.32,22,5.77,2.86,25,7,2.43,54,5.91,2.42,32,6.16,2.23,22,5.55,2.69,27,6,2.53,55,3.29,2.32,27,3.26,2.4,28,3.32,2.29,23,2.26,1.68,53,4.3,2.46,31,4.06,2.39,22,4.64,2.57,23,4.48,2.48,52,5.17,2.83,27,5.26,2.85,25,5.08,2.86,26,7,2.55,247488.1538,31211,9.92,0.25,0.08,0.33,0.00,0.08,0.00,0.25
39,The force of gravity works on every object on Earth.,Na każdy obiekt znajdujący się na Ziemi działa siła grawitacji.,10,63,5.71,2.8,3.43,7.85,4.03,6.36,52,5.67,1.58,30,5.37,0.93,22,6.09,2.14,25,5.8,1.66,54,2.72,2.03,32,2.97,2.12,22,2.36,1.89,25,2.96,2.15,54,3.81,2.84,32,3.91,2.88,22,3.68,2.83,27,2.67,1.71,55,7.85,1.76,27,7.89,1.89,28,7.82,1.66,23,7.83,1.87,53,3.94,2.71,31,4.35,2.69,22,3.36,2.7,23,4.22,2.95,52,5.79,2.85,27,5.11,2.98,25,6.52,2.57,26,7.5,1.77,536452.9,18698,9.97,0.33,0.11,0.22,0.00,0.00,0.22,0.11
40,Frequently disappointing others definitely makes life worse.,Na pewno nasze życie pogarsza częste sprawienie zawodu innym ludziom.,10,69,3.34,4.91,4.14,4.53,5.71,4.5,52,3.42,1.6,30,3.17,1.64,22,3.77,1.51,25,3.16,1.21,54,4.76,2.1,32,4.97,2.06,22,4.45,2.18,25,5.24,1.76,54,3.85,2.37,32,3.5,2.42,22,4.36,2.26,27,4.7,2.52,55,4.64,2.14,27,4.37,2.31,28,4.89,1.97,23,4.26,2.05,53,5.38,1.92,31,5.42,2.14,22,5.32,1.62,23,6.48,1.75,52,5.31,2.31,27,5.56,2.62,25,5.04,1.93,26,2.88,1.58,168013.9,12191.5,8.81,0.20,0.30,0.30,0.10,0.00,0.10,0.00
41,The sudden sight of armed musclemen can elicit terrible fear for one’s life.,Nagły widok uzbrojonych osiłków może wywołać potworny lęk o własne życie.,11,73,2.56,6.89,3.04,4.76,5.93,5.31,52,2.81,1.8,30,2.33,1.77,22,3.45,1.68,25,2.04,1.02,54,6.7,2.15,32,6.75,2.26,22,6.64,2.04,25,7.28,1.99,54,3.07,2,32,2.69,1.87,22,3.64,2.08,27,2.96,2.08,55,4.69,2.91,27,4.7,2.85,28,4.68,3.02,23,4.91,2.64,53,5.6,2.29,31,5.84,2.27,22,5.27,2.33,23,6.7,2.05,52,5.31,2.45,27,5.93,2.27,25,4.64,2.5,26,5.31,2.94,110934,1361,8.29,0.27,0.36,0.18,0.00,0.00,0.09,0.09
42,The worst diseases are those that develop without a person knowing.,"Najgorsze są te choroby, które rozwijają się, a człowiek nic o tym nie wie.",14,75,2.39,5.92,2.3,5.51,6.64,4.81,52,2.58,1.96,30,2.23,2.06,22,3.05,1.76,25,2,1.32,54,5.67,2.61,32,5.38,2.46,22,6.09,2.81,25,6.48,2.62,54,2.59,2.34,32,2.59,2.47,22,2.59,2.17,27,1.7,1.59,55,5.95,2.67,27,5.59,2.56,28,6.29,2.77,23,4.48,2.79,53,6.11,2.52,31,6.32,2.59,22,5.82,2.46,23,7.87,1.79,52,4.65,2.74,27,5.04,2.82,25,4.24,2.65,26,5.12,3.13,618772.0714,159868.5,11.36,0.29,0.21,0.21,0.00,0.07,0.07,0.14
43,The worst part about being mugged is that someone touches you and subjugates you with their dirty paws.,"Najgorsze w napadach jest to, że ktoś cię dotyka i zniewala swoimi łapskami. ",13,76,2.53,7,2.98,4.42,5.84,5.31,52,2.54,1.87,30,2.13,1.5,22,3.09,2.2,25,2.52,1.5,54,6.8,2.41,32,7.09,2.16,22,6.36,2.74,25,7.44,2.31,54,3.24,2.5,32,2.66,2.01,22,4.09,2.93,27,2.44,2.03,55,4.49,2.49,27,4.37,2.59,28,4.61,2.42,23,4.26,2.97,53,5.4,2.63,31,6.13,2.35,22,4.36,2.7,23,6.87,1.89,52,5.38,2.9,27,5.07,2.84,25,5.72,2.99,26,5.15,3.08,699739.5385,88852,10.05,0.33,0.17,0.25,0.00,0.17,0.08,0.00
44,"Passion adds marvelous charm to life, and sometimes it is worth giving in to it.",Namiętność dodaje życiu fantastycznego uroku i nieraz warto dać się jej ponieść.,12,80,7.53,6.95,6.31,2.08,5.71,3.87,52,7.38,1.42,30,7.3,1.29,22,7.5,1.6,25,7.84,1.14,54,6.56,2.27,32,6.88,2.12,22,6.09,2.45,25,7.8,1.73,54,6.04,2.55,32,5.66,2.51,22,6.59,2.56,27,6.85,2.16,55,2.18,1.68,27,2.26,1.72,28,2.11,1.66,23,1.83,1.95,53,5.51,2.36,31,5.26,2.13,22,5.86,2.66,23,6.17,2.21,52,4.15,2.53,27,4.52,2.78,25,3.76,2.22,26,3.31,2.84,331052.9167,2894,8.83,0.30,0.10,0.30,0.00,0.10,0.00,0.20
45,We don’t even know how easy it is to catch an infection in a crowd.,"Nawet nie zdajemy sobie sprawy z tego, jak łatwo w tłumie złapać zakażenie.   ",13,75,3.81,4.15,3.05,6.28,4.38,5.81,52,3.96,1.45,30,3.87,1.53,22,4.09,1.38,25,3.48,1.29,54,3.96,2.1,32,3.88,1.81,22,4.09,2.51,25,4.56,2.14,54,3.22,2.3,32,3.53,2.45,22,2.77,2.02,27,2.7,1.46,55,6.36,2.23,27,6.59,2.17,28,6.14,2.3,23,6.09,2.83,53,4.26,2.18,31,4.42,2.2,22,4.05,2.17,23,4.65,1.82,52,5.4,2.88,27,5.07,3.15,25,5.76,2.57,26,6.62,2.14,652016.3077,117981,10.75,0.33,0.00,0.17,0.08,0.08,0.17,0.17
46,We can eventually find relief even after the greatest distress.,Nawet po największym niepokoju możemy w końcu znaleźć jakieś ukojenie.,10,70,6.34,3.46,5.53,4.86,5.33,3.29,52,6.21,1.33,30,6.4,1.25,22,5.95,1.43,25,6.6,1.29,54,3.2,1.97,32,3.28,1.82,22,3.09,2.2,25,4,2.25,54,5.46,2.02,32,5.22,2.09,22,5.82,1.89,27,5.67,1.44,55,4.95,2.1,27,4.67,1.69,28,5.21,2.44,23,4.65,2.66,53,5.38,1.96,31,5.39,1.82,22,5.36,2.19,23,5.22,1.41,52,3.46,2.15,27,3.48,2.36,25,3.44,1.94,26,2.96,2.24,243980.6,38913.5,10.03,0.30,0.20,0.20,0.00,0.00,0.20,0.10
47,Betrayal occurs even in close relationships.,Nawet w stosunkach z bliskimi sobie osobami często pojawia się zdrada. ,11,70,2.45,6.43,3.68,4.05,6.21,4.81,52,2.67,1.73,30,2.57,1.65,22,2.82,1.87,25,2,1.12,54,6.13,2.35,32,5.72,2.32,22,6.73,2.31,25,7.08,1.75,54,3.63,2.56,32,3.59,2.72,22,3.68,2.36,27,3.78,2.22,55,4.15,2.21,27,3.96,2.23,28,4.32,2.23,23,3.83,2.52,53,6.04,2.07,31,6.55,1.89,22,5.32,2.12,23,6.61,1.7,52,4.69,2.2,27,4.85,2.55,25,4.52,1.78,26,5.04,2.62,520925,11309,9.86,0.30,0.10,0.10,0.10,0.00,0.20,0.20
48,There is no greater punishment for your own sins than a guilty conscience.,Nie ma chyba gorszej kary za własne przewinienia niż wyrzuty sumienia. ,11,70,2.9,6.23,2.81,4.92,6.96,2.78,52,3.12,1.79,30,2.77,1.5,22,3.59,2.06,25,2.44,1.42,54,6.02,2.29,32,5.94,2.33,22,6.14,2.27,25,6.68,2.08,54,2.65,2.12,32,2.38,1.96,22,3.05,2.32,27,3.15,2.27,55,5.05,2.9,27,4.59,3.25,28,5.5,2.5,23,4.61,2.74,53,6.7,2.19,31,7.39,1.91,22,5.73,2.23,23,7.57,1.24,52,2.98,2.21,27,2.85,2.49,25,3.12,1.9,26,2.38,2.25,439644.2727,7673,9.36,0.36,0.18,0.09,0.00,0.09,0.09,0.18
49,"If we break a promise, we try to it cover up but we feel bad about it.","Niedotrzymanie słowa usiłujemy zatuszować, ale kiepsko się z tym czujemy.",10,73,3.03,5.32,3.67,5.14,5.79,3.69,52,3.12,1.31,30,2.87,1.33,22,3.45,1.22,25,2.84,1.25,54,5.02,2.09,32,4.56,2.09,22,5.68,1.94,25,5.96,1.74,54,3.43,2.11,32,3,1.95,22,4.05,2.21,27,4.15,2.32,55,5.51,2.53,27,5.11,2.91,28,5.89,2.08,23,4.26,2.2,53,5.49,2.14,31,5.61,1.96,22,5.32,2.42,23,6.48,1.59,52,4.23,2.44,27,4.52,2.49,25,3.92,2.4,26,2.62,2.17,467540.7,10151,9.16,0.20,0.00,0.40,0.10,0.10,0.10,0.10
50,Some behaviors produce not only antipathy but even self-loathing.,"Niektóre zachowania powodują nie tylko niechęć, ale wręcz  gardzenie sobą.",10,74,2.73,5.96,3.14,4.47,6.11,3.56,52,2.87,1.67,30,2.5,1.46,22,3.36,1.84,25,2.44,1.5,54,5.61,2.59,32,5.22,2.67,22,6.18,2.42,25,6.72,2.13,54,3.26,2.44,32,2.75,2.24,22,4,2.56,27,2.89,2.1,55,4.62,2.64,27,4.11,2.68,28,5.11,2.54,23,4.13,2.78,53,5.83,1.93,31,6.19,1.58,22,5.32,2.28,23,6.74,1.42,52,4.17,2.76,27,4.56,2.95,25,3.76,2.54,26,2.35,1.98,542639.8889,5341,9.71,0.25,0.13,0.13,0.00,0.13,0.00,0.38
51,Some people believe that feeling good about yourself is the greatest possible reward.,"Niektórzy sądzą, że satysfakcja z siebie, to największa z możliwych nagroda.",11,76,7.16,5.49,6.86,5.17,5.89,3.32,52,7.15,1.33,30,7.27,1.36,22,7,1.31,25,7.16,1.34,54,5.2,2.65,32,5.44,2.55,22,4.86,2.82,25,6.12,2.03,54,6.78,2.21,32,6.97,2.07,22,6.5,2.43,27,7.04,1.91,55,5.29,2.53,27,4.7,2.71,28,5.86,2.24,23,4.87,2.58,53,5.83,2.33,31,6,2.21,22,5.59,2.52,23,6.04,1.92,52,3.79,2.56,27,4.15,2.84,25,3.4,2.22,26,2.38,2.14,632703.7273,8772,9.97,0.30,0.30,0.10,0.00,0.10,0.20,0.00
52,Sometimes we behave in ways that makes us feel ashamed and embarrassed.,"Nieraz można się tak zachować, że wywołuje to własne zażenowanie i wstyd.",12,73,3,5.44,3.37,4.27,5.88,3.24,52,3.25,1.53,30,3.07,1.44,22,3.5,1.65,25,2.48,1.33,54,5.28,2.34,32,5.56,2.45,22,4.86,2.17,25,5.8,2.45,54,3.3,2.18,32,2.78,1.9,22,4.05,2.38,27,3.52,2.23,55,4.49,2.24,27,4.52,2.42,28,4.46,2.1,23,3.74,2.63,53,5.77,2.03,31,6.23,1.98,22,5.14,1.98,23,6.13,1.36,52,3.62,2.49,27,3.85,2.7,25,3.36,2.27,26,2.5,1.84,746456.5,27760,10.36,0.18,0.09,0.27,0.00,0.18,0.00,0.27
53,"Undoubtedly, the bliss that physical intimacy can give is something exceptional.","Niewątpliwie rozkosz, jaką może dać fizyczne zbliżenie to coś nadzwyczajnego.",10,77,7.69,6.91,6.48,2.47,6.38,3.99,52,7.58,1.56,30,7.6,1.59,22,7.55,1.57,25,7.92,1.04,54,6.74,2.52,32,7.22,2.3,22,6.05,2.72,25,7.28,2.05,54,6.17,2.22,32,5.84,2.34,22,6.64,1.99,27,7.11,1.58,55,2.67,1.98,27,2.3,1.77,28,3.04,2.13,23,2,1.86,53,5.94,2.19,31,5.84,2.33,22,6.09,2.02,23,7.39,1.23,52,4.33,2.57,27,4.48,2.65,25,4.16,2.53,26,3.31,2.43,351953.8,9095.5,9.1,0.40,0.30,0.10,0.10,0.00,0.00,0.10
54,"No one likes to have worries, but we know how nice it is to get rid of them and relax.","Nikt nie lubi trosk, ale wiemy jak miłe jest pozbycie się ich i zrelaksowanie.",14,78,6.9,3.71,5.7,3.71,5.55,4.04,52,6.67,1.48,30,6.73,1.28,22,6.59,1.74,25,7.36,1.22,54,3.44,2.17,32,3.59,2.37,22,3.23,1.88,25,4.28,2.87,54,5.41,2.29,32,5.53,2.31,22,5.23,2.29,27,6.3,2.09,55,4.13,2.32,27,4.41,2.37,28,3.86,2.27,23,2.7,1.89,53,5.21,1.92,31,5.03,1.97,22,5.45,1.84,23,6.35,1.87,52,4.54,2.63,27,4.93,2.8,25,4.12,2.42,26,3.04,2.22,752095.2143,108995,10.7,0.23,0.08,0.31,0.00,0.23,0.00,0.15
55,Observing escalating conflicts can elicit depression.,Obserwowanie narastających konfliktów może wywołać depresję.,6,60,3.23,4.88,3.39,4.57,5.57,4.88,53,3.43,2.17,28,3.43,2.38,25,3.44,1.96,26,2.81,1.2,52,4.73,2.11,27,4.96,2.26,25,4.48,1.94,24,5.21,2.34,54,3.52,2.2,30,3.4,2.31,24,3.67,2.1,25,3.12,2.3,54,4.76,2.62,33,4.39,2.63,21,5.33,2.56,27,4.19,2.87,54,5.3,2.3,28,5.5,2.22,26,5.08,2.42,23,6.22,2.37,53,4.83,2.53,33,4.97,2.64,20,4.6,2.39,23,5,2.81,56557.83333,499,6.44,0.50,0.00,0.33,0.00,0.00,0.00,0.17
56,When we feel revulsion we are not capable of controlling our facial expressions.,Odczuwając obrzydzenie nie jesteśmy w stanie zapanować nad wyrazem naszej twarzy.,11,81,3.41,5.3,4.01,3.57,4.08,4.04,53,3.55,2.04,28,3.82,2.36,25,3.24,1.61,26,3.12,1.7,52,5.4,2.21,27,5.41,2.39,25,5.4,2.04,24,5.08,1.98,54,3.93,2.27,30,3.47,1.87,24,4.5,2.62,25,4.2,2.83,54,3.93,2.58,33,3.15,2.31,21,5.14,2.57,27,2.85,2.32,54,4.37,2.25,28,4.54,2.13,26,4.19,2.4,23,3.39,2.13,53,4.06,2.42,33,4.21,2.58,20,3.8,2.17,23,4,2.73,528881.4545,19539,9.12,0.27,0.09,0.36,0.00,0.00,0.18,0.09
57,Denying someone support often comes from laziness and a reluctance to care for others.,Odmówienie wsparcia często bierze się z lenistwa i niechęci do troski o innych.,13,79,3.63,4.51,4.63,5.21,5.64,3.84,53,3.94,1.77,28,4.11,2.02,25,3.76,1.45,26,3,1.13,52,4.38,1.97,27,4.04,1.83,25,4.76,2.09,23,4.78,2.73,54,4.67,2.39,30,4.3,2.34,24,5.13,2.44,25,4.56,2.26,54,5.17,2.3,33,4.82,2.26,21,5.71,2.33,27,5.3,2.4,54,5.67,2.37,28,5.61,2.28,26,5.73,2.51,23,5.57,2.23,53,4.13,2,33,4.21,2.16,20,4,1.75,23,3.17,1.34,536586.6154,11309,9.48,0.31,0.08,0.15,0.08,0.08,0.23,0.08
58,When we come face to face with something really horrible we suddenly become enveloped in repugnance.,"Odraza ogarnia nas wtedy, gdy nagle staniemy twarzą w twarz z czymś naprawdę okropnym",14,85,3.16,6.22,3.97,3.42,5.09,5.01,53,3.4,2.29,28,3.64,2.36,25,3.12,2.22,26,2.69,1.26,52,5.94,1.59,27,5.81,1.69,25,6.08,1.5,24,6.83,1.52,54,3.8,2.15,30,3.17,1.78,24,4.58,2.34,25,4.36,2.5,54,3.67,2.53,33,3.24,2.54,21,4.33,2.44,27,2.93,2.11,54,5.5,2.15,28,5.43,2.06,26,5.58,2.28,23,4.13,2.24,53,5.15,2.58,33,5.3,2.7,20,4.9,2.43,23,4.7,2.38,261503.5714,16498,9.52,0.31,0.08,0.15,0.08,0.08,0.15,0.15
59,Showing sensitivity toward others provides an incredible sense of harmony.,Okazanie wrażliwości na innych daje niesamowite poczucie współbrzmienia.,8,72,6.37,4.05,6.15,2.9,6.16,3.99,53,6.25,2.29,28,6.68,2.28,25,5.76,2.26,26,6.62,1.68,52,4.23,2.27,27,4.26,2.46,25,4.2,2.1,24,3.67,2.08,54,6.19,1.89,30,6.1,2.04,24,6.29,1.73,25,6.08,2.33,54,3.07,1.95,33,3.03,1.98,21,3.14,1.96,27,2.56,1.8,54,5.7,2.45,28,6.11,2.51,26,5.27,2.36,23,7.22,1.73,53,4.3,2.4,33,4.73,2.45,20,3.6,2.19,23,3.26,2.05,221795.7143,8605,8.66,0.14,0.29,0.43,0.00,0.00,0.14,0.00
60,It is horrible when a person does something that makes him feel guilty.,"Okropne jest gdy człowiek zrobi coś, co wywołuje w nim  poczucie winy.",12,70,3.11,5.64,3.86,3.59,6.08,2.96,53,3.17,2.21,28,3.21,2.32,25,3.12,2.13,26,3,1.67,52,5.56,2.2,27,5.44,2.44,25,5.68,1.95,24,5.83,2.46,54,3.67,2.51,30,3.77,2.45,24,3.54,2.64,25,4.28,2.46,54,3.67,2.45,33,3.73,2.64,21,3.57,2.18,27,3.44,2.86,54,5.98,2.24,28,6.21,2.32,26,5.73,2.18,23,6.3,2.34,53,3.13,2.22,33,3.45,2.29,20,2.6,2.04,23,2.57,1.88,406700.3333,63818,10.81,0.36,0.09,0.36,0.00,0.09,0.09,0.00
61,A person really panics when others are also paralyzed by fear.,"Panika ogarnia człowieka tak naprawdę wtedy, kiedy i innych paraliżuje strach.  ",11,78,3.04,6.49,3.35,3.93,5.74,5.09,53,3.25,2.07,28,2.86,1.76,25,3.68,2.34,26,2.62,1.33,52,6.35,1.96,27,6.59,1.85,25,6.08,2.08,24,6.79,2.11,54,3.31,2.5,30,2.7,2.37,24,4.08,2.5,25,3.44,2.38,54,3.85,2.62,33,3.73,2.66,21,4.05,2.62,27,4.07,2.79,54,5.67,2.46,28,6.04,2.06,26,5.27,2.81,23,5.91,2.07,53,5.11,2.32,33,5.03,2.57,20,5.25,1.89,23,5.04,2.16,264241.4545,20354,9.77,0.27,0.09,0.18,0.00,0.18,0.00,0.27
62,A person’s first crush is very intense and those feelings are remembered for a very long time.,Pierwsze zauroczenie przeżywa się silnie i długo potem pamięta swoje uczucia.,11,77,6.92,6.75,4.9,2.32,5.91,3.61,53,6.62,2.09,28,6.64,2.16,25,6.6,2.04,26,7.54,1.58,52,6.83,2.16,27,6.93,2.16,25,6.72,2.19,24,6.58,2.64,54,4.67,2.53,30,5.07,2.38,24,4.17,2.68,25,5.4,2.75,54,2.72,2.44,33,2.3,2.11,21,3.38,2.8,27,1.52,0.85,54,5.63,2.66,28,5.61,2.78,26,5.65,2.58,23,6.57,2.25,53,4.15,2.52,33,3.94,2.45,20,4.5,2.67,23,2.35,1.8,353658.0909,14211,9.53,0.18,0.18,0.18,0.18,0.09,0.00,0.18
63,Spatial planning should take into account as many localization factors as possible.,Planując przestrzeń należy uwzględnić maksymalnie wiele czynników lokalizacyjnych.,8,82,5.59,3.66,6.22,7.68,5.05,6.33,53,5.68,1.86,28,5.32,1.93,25,6.08,1.73,26,5.42,1.5,52,3.71,2.27,27,3.85,2.13,25,3.56,2.45,24,3.54,2.45,54,6.15,2.41,30,5.8,2.47,24,6.58,2.3,25,6.36,2.08,54,7.39,1.77,33,7.33,1.91,21,7.48,1.57,27,8.26,1.75,54,5.06,2.38,28,5.57,2.35,26,4.5,2.34,23,5.04,2.8,53,5.79,2.38,33,5.48,2.18,20,6.3,2.66,23,7.57,2.06,9889,368,6.82,0.33,0.00,0.50,0.17,0.00,0.00,0.00
64,"After being falsely accused, full exoneration is wonderful!",Po niesłusznych oskarżeniach oczyszczenie z wszelkich zarzutów jest cudowne!,9,76,6.9,6.17,6.82,3.75,6.71,3.89,53,6.49,2.66,28,6.5,2.53,25,6.48,2.84,26,7.73,1.43,52,6.15,2.54,27,6,2.79,25,6.32,2.29,24,6.21,2.95,54,6.74,2.59,30,6.7,2.63,24,6.79,2.6,25,7,2.29,54,3.61,2.51,33,3.61,2.33,21,3.62,2.84,27,4.04,2.67,54,6.37,2.64,28,6.71,2.72,26,6,2.55,23,7.52,1.16,53,4,2.38,33,4.42,2.5,20,3.3,2.03,23,3.65,2.12,374072,1124,8.25,0.38,0.25,0.13,0.00,0.00,0.25,0.00
65,It is wonderful to feel complete relaxation after a period of troubles and stress.,Po okresie kłopotów i napięcia cudownie jest przeżyć całkowite odprężenie.,10,74,7.32,3.97,6.41,3.73,6.21,3.89,53,6.83,2.32,28,6.89,2.42,25,6.76,2.24,26,8.31,0.74,52,4.29,2.82,27,4.33,2.79,25,4.24,2.92,24,3.29,3.16,54,6.26,2.19,30,6.2,2.41,24,6.33,1.93,25,6.72,2.25,54,3.78,2.03,33,3.55,2.03,21,4.14,2.03,27,3.63,2.54,54,5.72,2.65,28,6.36,2.64,26,5.04,2.54,23,7.35,1.47,53,4.38,2.42,33,4.67,2.61,20,3.9,2.05,23,2.78,1.68,310685.2,4057,8.97,0.40,0.10,0.20,0.10,0.10,0.10,0.00
66,"After trying a new dish, we are subject to a bitterness that curls our lips.",Po spróbowaniu nieznanej potrawy jesteśmy narażeni na gorycz wykręcającą nam usta.,11,82,3.82,5.33,4,4.7,3.39,4.75,53,3.85,1.75,28,3.61,1.73,25,4.12,1.76,26,3.77,1.58,52,5.04,1.89,27,4.78,1.91,25,5.32,1.86,24,5.96,1.97,54,3.63,2.1,30,3.97,2.41,24,3.21,1.59,25,4.8,2.47,54,4.7,2.18,33,4.76,2.12,21,4.62,2.31,27,4.7,2.91,54,3.59,2.01,28,3.57,2.01,26,3.62,2.06,23,2.91,1.62,53,4.49,2.37,33,4.79,2.2,20,4,2.62,23,5.35,2.25,206097.9,2909.5,8.18,0.33,0.11,0.33,0.00,0.00,0.22,0.00
67,Calmness and tranquility are blissful after feeling stress and fear.,"Po stresie i strachu, wyciszenie i uspokojenie wprawia człowieka w błogostan.  ",11,77,6.39,2.83,5.97,3.78,5.83,3.92,53,5.92,2.31,28,5.64,2.67,25,6.24,1.83,26,7.35,1.13,52,3.23,2.38,27,3.44,2.31,25,3,2.48,24,1.96,1.33,54,5.72,2.33,30,6.23,2.19,24,5.08,2.39,25,6.52,2.35,54,4.07,2.21,33,3.97,2.23,21,4.24,2.23,27,3.19,2.13,54,5.76,2.31,28,5.61,2.59,26,5.92,2.02,23,6,1.95,53,4.15,2.36,33,4.3,2.56,20,3.9,2.02,23,3.39,2.21,461655.3636,3774,8.69,0.55,0.00,0.09,0.00,0.18,0.18,0.00
