sentence,Valence,Arousal
"And this is what I do.  This is -- I mean, this is my life.  And I know that you're part of my life, too, and I mean, it's only -- it's just going to be a year.  I'll be back.",2.5,3.0
And this isn't the first time you know?  I mean you always...sending you off to different places and...,1.5,3.5
And to drink in his honor. [LAUGHTER],4.5,4.0
And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.,2.5,3.5
And to show that-to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him.,3.0,4.0
And to show that-to-to bring that back onto the earth again like a- like a monument.  And everyone would have it standing behind them and- and it would make a difference for them.,3.0,4.5
And tonight my parents want to take me out to sushi and they said I could bring you.,5.0,5.0
And try to do something. I mean-,2.0,3.0
"And uh - seeing as I was uh- promoted and head of the department now, and so- well, they asked me to go.",2.5,2.5
And very much sillier.,4.0,3.047614285714286
And we know you need-we need the money. We couldn't even- purchase a house if I didn't take this.,2.0,3.5
"And we will probably send you a calling card.  I'm very sorry.  You're just going to have to be patient, sir.",3.0,3.0
"And we'll have three fat rosy kids and ha, ha, ha, baby, the joke's on us, 'cause you know what you get, Carla?  You know what you get?  This.",1.5,4.5
And what about me?,2.0,3.0
And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?,1.5,4.5
"And what happens if, at the end of that year, they ask you to stay longer?  Are you just going to agree?  Are you just going to absentmindedly brainwashedly do whatever it is they tell you to do?",2.0,4.5
And what if she doesn't marry you huh?  What if she feels the same way your father does?,2.0,3.5
"And what if- what if it is lost? Well, what are you guys going to do for me?",2.0,4.0
And what of it?,2.5,4.0
And what would make you say that?  There doesn't seem to be any indicators that anything's going to get better.,1.5,2.5
And when we were dancing you said the softest most intimate things to me right into my ears so I could feel them as much as hear them,4.0,4.0
"And while I really would love to be able to hand you your bag right now, obviously I can't do that.",2.5,3.5
"And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them.",3.5,4.0
"And while we were dancing, you said the softest, most intimate things to me, right into my ear so that I could feel them as much as hear them.  And I remember thinking this is it.  At last, at last I'm as happy as I'm supposed to be.",4.0,3.5
"And yeah, well, I mean, basically I just applied for any and every possible scholarship and grant that could come by, so I can go.",4.0,2.5
And you actually said yes.  I can't believe it.  I never thought you would get married.,3.5,4.0
"And you can go on from there if you know where to go, but I don't know where to go.  See, I don't know.  Now what can I do for you?",2.0,3.5
And you couldn't find it?,3.5,2.5
"And you father, he put hundreds of planes in the air and you should be proud.  A man should be paid for that.",3.0,2.0
And you have no guarantee.,2.0,3.0
And you know just I mean be careful in the future if um,3.3333,3.0
"And you know my mom's here.  She'll come over and she'll be with you all the time, whenever you need her.",2.3333,3.3333
"And you know what, you know what I mean, like it's recognizable rather than just being like I went some random school. It's like people really know what you...",4.0,4.0
"And you like- you know, you shave your legs and everything?",3.5,2.5
And you said let's get some champagne and I said time's a wasting or something like that.,3.0,2.0
And you still feel that way?,2.5,2.25
And you whispered so intimately in my ear so I could feel your words.,4.0,2.3333
"And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean--",2.6667,3.0
And you'll be fully loaded.,4.0,2.5
And you'll be like...,4.0,4.0
"And you're gonna have to go wait again, because that's the line you need.",2.5,4.0
And you're leaving next week so you won't even be here for Anna's birth?,1.5,3.0
"And you've got to think--well, ask yourself why are they not hiring you?",3.0,3.0
And your bag is not my concern.,3.5,2.5
And your money there's nothing wrong in your money.  Your father put hundreds of planes into the air.  You should be proud of that a man should be paid for that.,2.5,3.0
"And your money, there's nothing wrong in your money.  Your father put hundreds of planes in the air.  You should be proud.  A man should be paid for that.",2.5,4.0
And your mother is close by.,2.5,2.5
"And, like, there's there's shuttles or something that I can get to the hotel.",3.0,3.0
"And, uh, I'm afraid that if you, you know, when you leave, you won't come back.",1.5,2.0
"And, uh, it's just really exciting.  I- You know, I'm -- just I want to- I want to share this special happy moment with you. It's awesome",5.0,5.0
"And, uh-",3.5,2.5
"And, um, I got married.",4.0,2.6667
And- And then I'll stop working and- I'll stay home with the baby.,3.0,3.5
"And-And-And if you go on from there if you know already to go on from there, then you can.  But I'm telling you something that I don't know where to go.  You got it?  I mean, do you?",2.0,4.0
"Ann, I love you.  I love you a great deal.  I love you.",3.6666666666666665,3.1666666666666665
"Ann, I love you.  I love you.",3.5,3.5
"Ann, why didn't you let me know?",3.25,3.0
"Anne, I love you.  I love you a great deal.  I love you!",5.0,4.0
"Anne, I love you.  I love you a great deal.  I love you.",4.0,3.5
"Anne, give me a kiss.  Give me a -",3.5,2.5
"Anne, we're going to live now.  I'm going to make you so happy.",3.5,3.5
"Anne, why didn't you let me know?",3.25,3.0
Annie I am going to make you a fortune.,4.0,4.5
Annie I'm going to make a fortune for you.,4.0,3.0
"Annie,",4.0,3.0
"Annie, Annie I'm going to make a fortune for you.",4.0,2.5
"Annie, Annie, I'm going to make you a fortune.",3.5,3.5
"Annie, Annie.  I am going to make a fortune for you.",4.0,3.0
"Annie, I love you.",4.5,3.0
"Annie, I love you.  I love you a great deal.  I love you. -I",4.5,4.0
"Annie, I'm going to make a fortune for you.",4.5,2.5
"Annie, we're going to live now.  I'm going to make you so happy.",3.5,2.5
"Annie, why didn't you call me or tell me?",4.0,3.5
"Annie, why didn't you say something to me?",4.5,4.0
Annie...,3.5,2.0
Another ID?,2.5,3.0
"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.",2.5,3.5
Are there things you wish you'd done differently?,3.0,2.0
Are they so excited?,4.0,3.0
"Are we talking about the same thing, here?",3.0,2.5
Are we talking about the same thing?,2.8333333333333335,2.7962888888888893
Are you all right?,2.5,3.0
Are you all right?  Are you okay?  You cold?  Do you want to my jacket? My jacket? No?,2.5,3.5
Are you being straight with me?,2.0,3.0
Are you bored with this conversation?,3.5,3.0
"Are you cold, huh?  Do you want to go home?",4.5,4.5
Are you cold?  Do you want my jacket?,2.5,3.0
"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.",2.75,2.5
"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.  Oh, this is great.  I didn't even think to bring a six pack.  Oh, a six pack would be just the ticket right about now.",3.0,4.0
"Are you cold?  You want my jacket?  We should have bought a blanket.  Our blanket-.  This is great, isn't it?",4.0,3.5
Are you cold? Do you want my jacket?,3.0,3.5
Are you crazy?,2.018522222222222,3.5740777777777777
Are you getting defensive?,3.0,2.5
Are you going out somewhere dear?,3.0,3.5
Are you going to be okay?,2.5,2.0
Are you going to come stay in my dorm with me sometime?,4.0,3.0
Are you going to do it in town or are you out of town?,2.5,3.5
Are you going to get married like on the beach barefoot or like fancier?  Like in a church.,4.0,3.5
"Are you going to have a big wedding or like keep it really small like just, you know, family and really close friends?  Or, I mean--",3.5,3.5
Are you going to live on campus?  Where are you going to live?,3.5,3.0
"Are you going to refund us for our luggage, refund us for our tickets for this?",1.5,2.5
Are you going to start right away?,3.0,3.3333
Are you going to take out loans or-,3.5,3.0
"Are you gonna be like in tanks running around?  What- I mean, what does that mean?",2.3333,3.0
Are you gonna go? you gonna-,3.0,3.5
Are you guys gonna have kids?,4.0,3.3333
"Are you hiring? Wait, do you know of a job? Seriously, do you know, like do you know of anything though?  Like, oh please, do you know of anything?",2.5,4.0
Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?,1.5,4.0
Are you kidding me?,2.6666666666666665,3.8333333333333335
Are you kidding me?  For heaven sake Augie anything I'm doing I'd rather be doing it with you.,3.0,3.5
Are you kidding me?  No.,2.0,3.5
"Are you kidding, we'd miss it. We, we just got here. What's the point in coming down here if we just turn around and go home?",2.5,3.5
"Are you kidding?  We just got here, we'd miss it.  What's the point of coming all the way out here if we're just going to turn around and go home?",2.0,4.0
Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home.,3.0,3.5
Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home?,2.25,3.25
"Are you kidding?  We'd miss it. We just got here, what's the point of coming out here if we are just going to leave.",4.0,3.0
Are you kidding? Please don't be difficult about this.,2.5,3.0
Are you presenting-,3.0,2.5
Are you serious [GARBAGE] man?,4.5,4.5
Are you serious?,3.5,3.0
Are you serious?  You're getting married.,4.0,3.0
Are you still cold?  Do you want to go home?,3.0,2.0
Are you still cold?  Still want to go home?,3.3333,2.6667
Are you still cold?  You still want to go home?,4.0,3.0
Are you still cold? Do you want to go home?,3.0,2.3333
Are you sure you didn't make them?,2.5,3.0
Are you sure?,2.5,2.0
Are you taking the late fee off of my account then?,3.0,2.0
Are you- I mean do you like get dressed up and everything when you go to the job interview?,3.0,2.5
Are your parents excited or...?,4.0,3.0
"Around Four this morning, and there was a crack and I looked out.  We're standing right there when I cracked.",2.0,3.0
